Name,Age,Overall Rating,Potential,Team,Contract expiry,Height,Weight,Strong foot,Value,Full Name,date,year
J. Larsen,20,74,84,TSG Hoffenheim,2020 ~ 2024,183cm,75kg,Right,€9M,Jacob Bruun Larsen,"Sep 23, 2020",FIFA 20
M. Suchý,31,74,74,FC Augsburg,2019 ~ 2021,183cm,76kg,Right,€4.2M,Marek Suchý,"Sep 23, 2020",FIFA 20
T. Koubek,26,74,76,FC Augsburg,2019 ~ 2024,197cm,95kg,Right,€4.9M,Tomáš Koubek,"Sep 23, 2020",FIFA 20
M. Richter,21,74,82,FC Augsburg,2017 ~ 2023,176cm,74kg,Right,€8.5M,Marco Richter,"Sep 23, 2020",FIFA 20
E. Löwen,22,74,81,FC Augsburg,"Jun 30, 2021 On Loan",188cm,91kg,Right,€8M,Eduard Löwen,"Sep 23, 2020",FIFA 20
Iago,22,74,83,FC Augsburg,2019 ~ 2024,181cm,68kg,Left,€8M,Iago Amaral Borduchi,"Sep 23, 2020",FIFA 20
A. Lookman,21,74,84,RB Leipzig,2019 ~ 2024,174cm,71kg,Right,€9M,Ademola Lookman,"Sep 23, 2020",FIFA 20
H. Wolf,20,74,85,RB Leipzig,2019 ~ 2024,179cm,68kg,Left,€9.5M,Hannes Wolf,"Sep 23, 2020",FIFA 20
A. Tameze,25,74,77,Atalanta,"Jun 30, 2020 On Loan",180cm,78kg,Right,€7M,Adrien Tameze,"Sep 23, 2020",FIFA 20
D. Padelli,33,74,74,Inter,2017 ~ 2020,191cm,82kg,Left,€3M,Daniele Padelli,"Sep 23, 2020",FIFA 20
I. Bennacer,21,74,84,AC Milan,2019 ~ 2024,173cm,64kg,Left,€9M,Ismaël Bennacer,"Sep 23, 2020",FIFA 20
R. Krunić,25,74,77,AC Milan,2019 ~ 2024,184cm,74kg,Right,€7M,Rade Krunić,"Sep 23, 2020",FIFA 20
G. Caprari,25,74,77,Parma,"Jun 30, 2020 On Loan",176cm,72kg,Right,€7M,Gianluca Caprari,"Sep 23, 2020",FIFA 20
A. Grassi,24,74,78,Parma,"Jun 30, 2020 On Loan",183cm,75kg,Right,€7M,Alberto Grassi,"Sep 23, 2020",FIFA 20
Hernani,25,74,78,Parma,2016 ~ 2021,188cm,77kg,Right,€6.5M,Hernani Azevedo Júnior,"Sep 23, 2020",FIFA 20
D. Kulusevski,19,74,86,Parma,"Jun 30, 2020 On Loan",186cm,75kg,Left,€10M,Dejan Kulusevski,"Sep 23, 2020",FIFA 20
L. De Silvestri,31,74,74,Torino F.C.,2016 ~ 2020,186cm,84kg,Right,€4.9M,Lorenzo De Silvestri,"Sep 23, 2020",FIFA 20
O. Aina,22,74,81,Torino F.C.,2019 ~ 2023,184cm,82kg,Right,€8M,Ola Aina,"Sep 23, 2020",FIFA 20
J. Larsen,28,74,74,Udinese Calcio,2017 ~ 2022,182cm,82kg,Right,€4.8M,Jens Stryger Larsen,"Sep 23, 2020",FIFA 20
I. Nestorovski,29,74,74,Udinese Calcio,2019 ~ 2022,182cm,75kg,Left,€5.5M,Ilja Nestorovski,"Sep 23, 2020",FIFA 20
Rodrigo Becão,23,74,81,Udinese Calcio,2019 ~ 2024,191cm,79kg,Right,€7M,Rodrigo Nascimento França,"Sep 23, 2020",FIFA 20
F. Santander,28,74,74,Bologna,2018 ~ 2022,187cm,84kg,Right,€6M,Federico Santander,"Sep 23, 2020",FIFA 20
S. Denswil,26,74,77,Bologna,2019 ~ 2022,188cm,82kg,Left,€6M,Stefano Denswil,"Sep 23, 2020",FIFA 20
A. Donnarumma,28,74,74,Brescia,2018 ~ 2022,180cm,74kg,Right,€6M,Alfredo Donnarumma,"Sep 23, 2020",FIFA 20
S. Bocchetti,32,74,74,Hellas Verona,2019 ~ 2021,186cm,81kg,Left,€3.6M,Salvatore Bocchetti,"Sep 23, 2020",FIFA 20
M. Zaccagni,24,74,80,Hellas Verona,2012 ~ 2022,177cm,63kg,Right,€7.5M,Mattia Zaccagni,"Sep 23, 2020",FIFA 20
M. Kumbulla,19,74,86,Hellas Verona,2016 ~ 2022,185cm,78kg,Right,€9M,Marash Kumbulla,"Sep 23, 2020",FIFA 20
M. Yoshida,30,74,74,U.C. Sampdoria,"Jun 30, 2020 On Loan",189cm,79kg,Right,€4.6M,Maya Yoshida,"Sep 23, 2020",FIFA 20
A. Bertolacci,28,74,74,U.C. Sampdoria,2019 ~ 2020,179cm,72kg,Left,€5.5M,Andrea Bertolacci,"Sep 23, 2020",FIFA 20
J. Jankto,23,74,81,U.C. Sampdoria,2019 ~ 2023,180cm,74kg,Left,€8M,Jakub Jankto,"Sep 23, 2020",FIFA 20
A. Paloschi,29,74,74,Cagliari,"Jun 30, 2020 On Loan",182cm,80kg,Right,€5.5M,Alberto Paloschi,"Sep 23, 2020",FIFA 20
F. Pisacane,33,74,74,Cagliari,2015 ~ 2021,178cm,77kg,Right,€2.7M,Fabio Pisacane,"Sep 23, 2020",FIFA 20
L. Ceppitelli,29,74,74,Cagliari,2014 ~ 2021,186cm,83kg,Right,€4.7M,Luca Ceppitelli,"Sep 23, 2020",FIFA 20
R. Ghezzal,27,74,74,Fiorentina,"Jun 30, 2020 On Loan",182cm,70kg,Left,€6M,Rachid Ghezzal,"Sep 23, 2020",FIFA 20
Dalbert,25,74,75,Fiorentina,"Jun 30, 2020 On Loan",181cm,70kg,Left,€6.5M,Dalbert Chagas Estevão,"Sep 23, 2020",FIFA 20
I. Radovanović,30,74,74,Genoa,2019 ~ 2021,187cm,80kg,Right,€4.6M,Ivan Radovanović,"Sep 23, 2020",FIFA 20
L. Lerager,25,74,77,Genoa,2019 ~ 2023,188cm,85kg,Right,€7M,Lukas Lerager,"Sep 23, 2020",FIFA 20
C. Romero,21,74,84,Genoa,"Jun 30, 2020 On Loan",185cm,79kg,Right,€8.5M,Cristian Romero,"Sep 23, 2020",FIFA 20
F. Magnanelli,34,74,74,U.S. Sassuolo Calcio,2005 ~ 2021,181cm,79kg,Right,€2.2M,Francesco Magnanelli,"Sep 23, 2020",FIFA 20
F. Đuričić,27,74,74,U.S. Sassuolo Calcio,2018 ~ 2022,181cm,75kg,Right,€6M,Filip Đuričić,"Sep 23, 2020",FIFA 20
Marlon,23,74,79,U.S. Sassuolo Calcio,2018 ~ 2023,182cm,80kg,Right,€7M,Marlon da Silva Barbosa,"Sep 23, 2020",FIFA 20
S. Missiroli,33,74,74,SPAL,2018 ~ 2021,191cm,77kg,Right,€3.3M,Simone Missiroli,"Sep 23, 2020",FIFA 20
B. Dabo,27,74,74,SPAL,"Jun 30, 2020 On Loan",186cm,81kg,Right,€6M,Bryan Dabo,"Sep 23, 2020",FIFA 20
Brahim,19,74,86,Real Madrid CF,2019 ~ 2025,171cm,68kg,Left,€10M,Brahim Díaz,"Sep 23, 2020",FIFA 20
Vesga,26,74,77,Athletic Club de Bilbao,2016 ~ 2021,191cm,84kg,Left,€7M,Mikel Vesga Arruti,"Sep 23, 2020",FIFA 20
Balenziaga,31,74,74,Athletic Club de Bilbao,2013 ~ 2021,177cm,76kg,Left,€4.1M,Mikel Balenziaga,"Sep 23, 2020",FIFA 20
Sergio,32,74,74,RC Celta de Vigo,2009 ~ 2020,180cm,75kg,Right,€3.4M,Sergio Álvarez Conde,"Sep 23, 2020",FIFA 20
Oier,29,74,75,RCD Espanyol de Barcelona,2020 ~ 2022,190cm,91kg,Left,€4.6M,Oier Olazábal Paredes,"Sep 23, 2020",FIFA 20
S. Corchia,28,74,74,RCD Espanyol de Barcelona,"Jun 30, 2020 On Loan",175cm,67kg,Right,€4.8M,Sébastien Corchia,"Sep 23, 2020",FIFA 20
Adrià Pedrosa,21,74,84,RCD Espanyol de Barcelona,2017 ~ 2023,176cm,69kg,Left,€8M,Adrià Giner Pedrosa,"Sep 23, 2020",FIFA 20
Fabricio,31,74,74,RCD Mallorca,"Jun 30, 2020 On Loan",184cm,80kg,Right,€3.6M,Fabricio Agosto Ramírez,"Sep 23, 2020",FIFA 20
Y. Salibur,28,74,74,RCD Mallorca,2019 ~ 2022,177cm,76kg,Left,€5.5M,Yannis Salibur,"Sep 23, 2020",FIFA 20
M. Valjent,23,74,80,RCD Mallorca,2019 ~ 2022,186cm,83kg,Right,€7M,Martin Valjent,"Sep 23, 2020",FIFA 20
Aleix Febas,23,74,81,RCD Mallorca,2019 ~ 2023,171cm,61kg,Right,€8M,Aleix Febas Pérez,"Sep 23, 2020",FIFA 20
Míchel,30,74,74,Real Valladolid CF,2016 ~ 2020,182cm,68kg,Right,€5M,Miguel Ángel Herrero Javaloyas,"Sep 23, 2020",FIFA 20
Sandro,23,74,79,Real Valladolid CF,"Jun 30, 2020 On Loan",176cm,71kg,Right,€7.5M,Sandro Ramírez Castillo,"Sep 23, 2020",FIFA 20
Joaquín,23,74,81,Real Valladolid CF,2018 ~ 2023,190cm,72kg,Right,€7M,Joaquín Fernández Moreno,"Sep 23, 2020",FIFA 20
Edgar Méndez,29,74,74,Deportivo Alavés,2020 ~ 2022,187cm,78kg,Right,€5.5M,Edgar Antonio Méndez Ortega,"Sep 23, 2020",FIFA 20
Yoel,30,74,74,SD Eibar,2017 ~ 2021,185cm,78kg,Right,€3.8M,Yoel Rodríguez Oterino,"Sep 23, 2020",FIFA 20
S. Cristóforo,25,74,75,SD Eibar,"Jun 30, 2020 On Loan",175cm,68kg,Right,€6M,Sebastián Cristóforo,"Sep 23, 2020",FIFA 20
Aridane,30,74,74,CA Osasuna,2017 ~ 2022,186cm,77kg,Right,€4.6M,Aridane Hernández Umpiérrez,"Sep 23, 2020",FIFA 20
Roberto Torres,30,74,74,CA Osasuna,2011 ~ 2021,178cm,72kg,Right,€5.5M,Roberto Torres Morales,"Sep 23, 2020",FIFA 20
Marc Cardona,23,74,80,CA Osasuna,2019 ~ 2023,183cm,70kg,Right,€8M,Marc Cardona Rovira,"Sep 23, 2020",FIFA 20
Clerc,27,74,74,Levante Unión Deportiva,2019 ~ 2022,182cm,69kg,Left,€5M,Carlos Clerc Martínez,"Sep 23, 2020",FIFA 20
Róber,24,74,80,Levante Unión Deportiva,2019 ~ 2023,182cm,74kg,Right,€7M,Roberto Suárez Pier,"Sep 23, 2020",FIFA 20
Etxeita,31,74,74,Getafe CF,2019 ~ 2021,186cm,78kg,Right,€4.2M,Xabier Etxeita Gorritxat.,"Sep 23, 2020",FIFA 20
Kévin Rodrigues,25,74,77,CD Leganés,"Jun 30, 2020 On Loan",170cm,70kg,Left,€6M,Kévin Manuel Rodrigues,"Sep 23, 2020",FIFA 20
J. Silva,25,74,79,CD Leganés,2019 ~ 2023,178cm,72kg,Left,€6.5M,Jonathan Silva,"Sep 23, 2020",FIFA 20
Eraso,29,74,74,CD Leganés,2017 ~ 2020,180cm,71kg,Right,€5.5M,Javier Eraso Goñi,"Sep 23, 2020",FIFA 20
C. Awaziem,22,74,81,CD Leganés,"Jun 30, 2020 On Loan",189cm,78kg,Right,€7M,Chidozie Awaziem,"Sep 23, 2020",FIFA 20
D. Foulquier,26,74,74,Granada CF,"Jun 30, 2020 On Loan",183cm,78kg,Right,€6M,Dimitri Foulquier,"Sep 23, 2020",FIFA 20
Vadillo,24,74,77,Granada CF,2018 ~ 2020,180cm,70kg,Right,€7M,Álvaro Vadillo Cifuentes,"Sep 23, 2020",FIFA 20
R. Azeez,26,74,77,Granada CF,2019 ~ 2022,170cm,67kg,Right,€6.5M,Ramón Azeez,"Sep 23, 2020",FIFA 20
R. Nelson,19,73,83,Arsenal,2016 ~ 2022,180cm,75kg,Right,€6.5M,Reiss Nelson,"Sep 23, 2020",FIFA 20
Jota,28,73,73,Aston Villa,2019 ~ 2021,180cm,70kg,Left,€4M,Jose Ignacio Peleteiro Ramallo,"Sep 23, 2020",FIFA 20
K. Darlow,28,73,75,Newcastle United,2014 ~ 2020,190cm,78kg,Right,€3.5M,Karl Darlow,"Sep 23, 2020",FIFA 20
E. Krafth,24,73,77,Newcastle United,2019 ~ 2023,181cm,72kg,Right,€4.6M,Emil Krafth,"Sep 23, 2020",FIFA 20
S. Long,32,73,73,Southampton,2014 ~ 2020,178cm,70kg,Right,€3.2M,Shane Long,"Sep 23, 2020",FIFA 20
C. Adams,22,73,80,Southampton,2019 ~ 2024,178cm,70kg,Right,€5.5M,Che Adams,"Sep 23, 2020",FIFA 20
A. Ajeti,22,73,80,West Ham United,2019 ~ 2023,183cm,78kg,Right,€5.5M,Albian Ajeti,"Sep 23, 2020",FIFA 20
C. Fuchs,33,73,73,Leicester City,2015 ~ 2020,187cm,89kg,Left,€1.8M,Christian Fuchs,"Sep 23, 2020",FIFA 20
R. Bennett,29,73,73,Leicester City,"Jun 30, 2020 On Loan",188cm,78kg,Right,€3.4M,Ryan Bennett,"Sep 23, 2020",FIFA 20
M. Vrančić,30,73,73,Norwich City,2017 ~ 2021,187cm,78kg,Left,€3.7M,Mario Vrančić,"Sep 23, 2020",FIFA 20
J. Drmić,26,73,73,Norwich City,2019 ~ 2022,183cm,81kg,Right,€4.4M,Josip Drmić,"Sep 23, 2020",FIFA 20
T. Klose,31,73,73,Norwich City,2016 ~ 2022,193cm,87kg,Right,€3M,Timm Klose,"Sep 23, 2020",FIFA 20
M. Leitner,26,73,74,Norwich City,2018 ~ 2022,176cm,68kg,Right,€4.6M,Moritz Leitner,"Sep 23, 2020",FIFA 20
K. McLean,27,73,73,Norwich City,2018 ~ 2022,183cm,70kg,Left,€4.2M,Kenny McLean,"Sep 23, 2020",FIFA 20
O. Hernández,26,73,73,Norwich City,2018 ~ 2023,172cm,76kg,Right,€4.3M,Onel Hernández,"Sep 23, 2020",FIFA 20
T. Trybull,26,73,74,Norwich City,2017 ~ 2022,181cm,72kg,Right,€4.2M,Tom Trybull,"Sep 23, 2020",FIFA 20
J. Lewis,21,73,83,Norwich City,2016 ~ 2023,177cm,70kg,Left,€6M,Jamal Lewis,"Sep 23, 2020",FIFA 20
C. Zimmermann,26,73,75,Norwich City,2017 ~ 2023,194cm,92kg,Right,€4.3M,Christoph Zimmermann,"Sep 23, 2020",FIFA 20
M. Aarons,19,73,85,Norwich City,2017 ~ 2024,178cm,73kg,Right,€6.5M,Max Aarons,"Sep 23, 2020",FIFA 20
B. Sharp,33,73,73,Sheffield United,2015 ~ 2021,175cm,70kg,Right,€2.5M,Billy Sharp,"Sep 23, 2020",FIFA 20
L. Freeman,27,73,73,Sheffield United,2019 ~ 2022,172cm,73kg,Left,€4.2M,Luke Freeman,"Sep 23, 2020",FIFA 20
D. McGoldrick,31,73,73,Sheffield United,2018 ~ 2021,183cm,74kg,Right,€3.6M,David McGoldrick,"Sep 23, 2020",FIFA 20
A. Lennon,32,73,73,Burnley,2018 ~ 2020,165cm,63kg,Right,€3.1M,Aaron Lennon,"Sep 23, 2020",FIFA 20
E. Pieters,30,73,73,Burnley,2019 ~ 2021,186cm,87kg,Left,€3.2M,Erik Pieters,"Sep 23, 2020",FIFA 20
K. Long,28,73,73,Burnley,2010 ~ 2021,188cm,82kg,Right,€3.5M,Kevin Long,"Sep 23, 2020",FIFA 20
M. Vydra,27,73,73,Burnley,2018 ~ 2021,180cm,71kg,Right,€4.2M,Matěj Vydra,"Sep 23, 2020",FIFA 20
B. Gibson,26,73,76,Burnley,2018 ~ 2022,185cm,78kg,Left,€4.4M,Ben Gibson,"Sep 23, 2020",FIFA 20
J. Brownhill,23,73,79,Burnley,2020 ~ 2024,178cm,69kg,Right,€5.5M,Josh Brownhill,"Sep 23, 2020",FIFA 20
C. Benteke,28,73,73,Crystal Palace,2016 ~ 2020,190cm,83kg,Right,€4.1M,Christian Benteke,"Sep 23, 2020",FIFA 20
J. Stanislas,29,73,73,AFC Bournemouth,2014 ~ 2021,183cm,76kg,Right,€3.9M,Junior Stanislas,"Sep 23, 2020",FIFA 20
P. Baysse,31,73,73,FC Girondins de Bordeaux,2018 ~ 2021,184cm,85kg,Right,€3M,Paul Baysse,"Sep 23, 2020",FIFA 20
V. Jovanović,23,73,76,FC Girondins de Bordeaux,2017 ~ 2021,188cm,86kg,Right,€4.5M,Vukašin Jovanović,"Sep 23, 2020",FIFA 20
T. Bašić,22,73,80,FC Girondins de Bordeaux,2018 ~ 2022,190cm,82kg,Left,€5.5M,Toma Bašić,"Sep 23, 2020",FIFA 20
J. Pied,30,73,73,LOSC Lille,2018 ~ 2020,173cm,73kg,Right,€3.2M,Jérémy Pied,"Sep 23, 2020",FIFA 20
Reinildo,25,73,76,LOSC Lille,2019 ~ 2022,180cm,73kg,Left,€4.4M,Reinildo Isnard Mandava,"Sep 23, 2020",FIFA 20
D. Bradarić,19,73,83,LOSC Lille,2019 ~ 2024,178cm,69kg,Left,€5.5M,Domagoj Bradarić,"Sep 23, 2020",FIFA 20
M. Caqueret,19,73,86,Olympique Lyonnais,2018 ~ 2023,174cm,63kg,Right,€7.5M,Maxence Caqueret,"Sep 23, 2020",FIFA 20
Jean Lucas,21,73,83,Olympique Lyonnais,2019 ~ 2024,181cm,78kg,Right,€6.5M,Jean Lucas de Souza Oliveira,"Sep 23, 2020",FIFA 20
R. Cohade,34,73,73,FC Metz,2016 ~ 2020,181cm,75kg,Right,€1.9M,Renaud Cohade,"Sep 23, 2020",FIFA 20
J. Boye,32,73,73,FC Metz,2018 ~ 2020,185cm,72kg,Right,€2.6M,John Boye,"Sep 23, 2020",FIFA 20
V. Pajot,28,73,73,FC Metz,"Jun 30, 2020 On Loan",180cm,70kg,Right,€4M,Vincent Pajot,"Sep 23, 2020",FIFA 20
O. Nguette,24,73,76,FC Metz,2016 ~ 2022,182cm,76kg,Right,€5M,Opa Nguette,"Sep 23, 2020",FIFA 20
F. Centonze,23,73,79,FC Metz,2019 ~ 2024,182cm,75kg,Right,€4.9M,Fabien Centonze,"Sep 23, 2020",FIFA 20
F. Ballo-Touré,22,73,79,AS Monaco,2019 ~ 2023,182cm,73kg,Left,€4.9M,Fodé Ballo-Touré,"Sep 23, 2020",FIFA 20
A. Souquet,27,73,73,Montpellier Hérault SC,2019 ~ 2023,179cm,74kg,Right,€3.6M,Arnaud Souquet,"Sep 23, 2020",FIFA 20
A. Oyongo,28,73,73,Montpellier Hérault SC,2018 ~ 2023,176cm,70kg,Left,€3.4M,Ambroise Oyongo,"Sep 23, 2020",FIFA 20
Fábio,28,73,73,FC Nantes,2018 ~ 2021,172cm,74kg,Right,€3.4M,Fábio Pereira da Silva,"Sep 23, 2020",FIFA 20
A. Limbombe,24,73,76,FC Nantes,2018 ~ 2023,177cm,72kg,Right,€5M,Anthony Limbombe,"Sep 23, 2020",FIFA 20
R. Emond,27,73,73,FC Nantes,2020 ~ 2022,186cm,73kg,Right,€4.3M,Renaud Emond,"Sep 23, 2020",FIFA 20
A. Lusamba,22,73,78,OGC Nice,2016 ~ 2021,179cm,74kg,Right,€5.5M,Arnaud Lusamba,"Sep 23, 2020",FIFA 20
J. Gélin,22,73,79,Stade Rennais FC,2017 ~ 2022,183cm,79kg,Right,€4.9M,Jérémy Gélin,"Sep 23, 2020",FIFA 20
J. Léa Siliki,23,73,78,Stade Rennais FC,2017 ~ 2023,183cm,70kg,Left,€5.5M,James Léa Siliki,"Sep 23, 2020",FIFA 20
M. Waris,27,73,73,RC Strasbourg Alsace,"Jun 30, 2020 On Loan",172cm,71kg,Right,€4.2M,Majeed Waris,"Sep 23, 2020",FIFA 20
B. Kamara,22,73,82,RC Strasbourg Alsace,2017 ~ 2023,193cm,84kg,Right,€4.8M,Bingourou Kamara,"Sep 23, 2020",FIFA 20
A. Caci,22,73,81,RC Strasbourg Alsace,2018 ~ 2022,184cm,70kg,Right,€5.5M,Anthony Caci,"Sep 23, 2020",FIFA 20
L. Mothiba,23,73,79,RC Strasbourg Alsace,2018 ~ 2023,182cm,76kg,Right,€5.5M,Lebo Mothiba,"Sep 23, 2020",FIFA 20
Y. Pelé,36,73,73,Olympique de Marseille,2015 ~ 2020,196cm,89kg,Right,€675K,Yohann Pelé,"Sep 23, 2020",FIFA 20
L. Deaux,30,73,73,Nîmes Olympique,2019 ~ 2021,188cm,82kg,Right,€3.3M,Lucas Deaux,"Sep 23, 2020",FIFA 20
R. Ripart,26,73,74,Nîmes Olympique,2012 ~ 2023,181cm,73kg,Right,€4.8M,Renaud Ripart,"Sep 23, 2020",FIFA 20
S. Alakouch,20,73,81,Nîmes Olympique,2017 ~ 2021,175cm,66kg,Right,€5.5M,Sofiane Alakouch,"Sep 23, 2020",FIFA 20
J. Faussurier,32,73,73,Stade Brestois 29,2016 ~ 2021,173cm,70kg,Right,€2.5M,Julien Faussurier,"Sep 23, 2020",FIFA 20
M. Autret,28,73,73,Stade Brestois 29,2017 ~ 2020,179cm,64kg,Right,€4M,Mathias Autret,"Sep 23, 2020",FIFA 20
D. Bain,25,73,77,Stade Brestois 29,2019 ~ 2022,181cm,74kg,Right,€4.6M,Denys Bain,"Sep 23, 2020",FIFA 20
J. Castelletto,24,73,78,Stade Brestois 29,2017 ~ 2020,185cm,76kg,Right,€4.8M,Jean-Charles Castelletto,"Sep 23, 2020",FIFA 20
H. Belkebla,25,73,76,Stade Brestois 29,2018 ~ 2021,177cm,68kg,Right,€4.5M,Haris Belkebla,"Sep 23, 2020",FIFA 20
T. Dingomé,28,73,73,Stade de Reims,2018 ~ 2021,174cm,71kg,Left,€4M,Tristan Dingomé,"Sep 23, 2020",FIFA 20
M. Doumbia,24,73,76,Stade de Reims,2018 ~ 2022,173cm,68kg,Right,€5M,Moussa Doumbia,"Sep 23, 2020",FIFA 20
A. Donis,22,73,81,Stade de Reims,"Jun 30, 2020 On Loan",178cm,76kg,Right,€6M,Anastasios Donis,"Sep 23, 2020",FIFA 20
B. Dia,22,73,81,Stade de Reims,2018 ~ 2022,180cm,75kg,Right,€6M,Boulaye Dia,"Sep 23, 2020",FIFA 20
L. Butelle,36,73,73,Angers SCO,2018 ~ 2021,188cm,84kg,Left,€675K,Ludovic Butelle,"Sep 23, 2020",FIFA 20
A. Bamba,29,73,73,Angers SCO,2017 ~ 2021,182cm,72kg,Right,€3.3M,Abdoulaye Bamba,"Sep 23, 2020",FIFA 20
C. Ninga,26,73,74,Angers SCO,2019 ~ 2023,186cm,81kg,Right,€4.7M,Casimir Ninga,"Sep 23, 2020",FIFA 20
A. Chedjou,34,73,73,Amiens SC,2019 ~ 2021,184cm,77kg,Right,€1.5M,Aurélien Chedjou,"Sep 23, 2020",FIFA 20
P. Gouano,25,73,76,Amiens SC,2017 ~ 2021,186cm,78kg,Right,€4.5M,Prince-Désir Gouano,"Sep 23, 2020",FIFA 20
M. Konaté,26,73,74,Amiens SC,2017 ~ 2021,183cm,78kg,Right,€4.8M,Moussa Konaté,"Sep 23, 2020",FIFA 20
B. Zungu,26,73,74,Amiens SC,2017 ~ 2021,184cm,76kg,Right,€4.2M,Bongani Zungu,"Sep 23, 2020",FIFA 20
A. Blin,22,73,77,Amiens SC,2019 ~ 2022,184cm,78kg,Right,€4.7M,Alexis Blin,"Sep 23, 2020",FIFA 20
B. Dibassy,29,73,73,Amiens SC,2016 ~ 2021,183cm,74kg,Left,€3.4M,Bakaye Dibassy,"Sep 23, 2020",FIFA 20
Gabriel Silva,28,73,73,AS Saint-Étienne,2017 ~ 2023,179cm,75kg,Left,€3.4M,Gabriel Moisés Antunes da Silva,"Sep 23, 2020",FIFA 20
L. Diony,26,73,74,AS Saint-Étienne,2017 ~ 2021,183cm,82kg,Right,€4.8M,Loïs Diony,"Sep 23, 2020",FIFA 20
J. Cádiz,23,73,78,Dijon FCO,"Jun 30, 2020 On Loan",191cm,85kg,Right,€5.5M,Jhonder Cádiz,"Sep 23, 2020",FIFA 20
M. Risse,29,73,73,1. FC Köln,2013 ~ 2022,183cm,75kg,Right,€3.9M,Marcel Risse,"Sep 23, 2020",FIFA 20
C. Clemens,27,73,73,1. FC Köln,2017 ~ 2021,179cm,79kg,Right,€4.2M,Christian Clemens,"Sep 23, 2020",FIFA 20
M. Höger,29,73,73,1. FC Köln,2016 ~ 2021,182cm,83kg,Right,€3.4M,Marco Höger,"Sep 23, 2020",FIFA 20
T. Leistner,28,73,73,1. FC Köln,"Jun 30, 2020 On Loan",190cm,90kg,Right,€3.5M,Toni Leistner,"Sep 23, 2020",FIFA 20
R. Czichos,29,73,73,1. FC Köln,2018 ~ 2022,187cm,86kg,Left,€3.4M,Rafael Czichos,"Sep 23, 2020",FIFA 20
K. Ehizibue,24,73,77,1. FC Köln,2019 ~ 2023,189cm,78kg,Right,€4.6M,Kingsley Ehizibue,"Sep 23, 2020",FIFA 20
K. Schindler,25,73,74,1. FC Köln,2019 ~ 2023,180cm,77kg,Right,€4.8M,Kingsley Schindler,"Sep 23, 2020",FIFA 20
R. Özcan,35,73,73,Bayer 04 Leverkusen,2016 ~ 2020,185cm,83kg,Left,€1.1M,Ramazan Özcan,"Sep 23, 2020",FIFA 20
J. Todibo,19,73,86,FC Schalke 04,"Jun 30, 2020 On Loan",190cm,81kg,Right,€7M,Jean-Clair Todibo,"Sep 23, 2020",FIFA 20
S. Kapino,25,73,78,SV Werder Bremen,2018 ~ 2021,196cm,91kg,Right,€3.9M,Stefanos Kapino,"Sep 23, 2020",FIFA 20
P. Pekarík,32,73,73,Hertha BSC,2012 ~ 2020,177cm,73kg,Right,€2.5M,Peter Pekarík,"Sep 23, 2020",FIFA 20
M. Leckie,28,73,73,Hertha BSC,2017 ~ 2021,181cm,82kg,Right,€4M,Mathew Leckie,"Sep 23, 2020",FIFA 20
J. Dilrosun,21,73,86,Hertha BSC,2018 ~ 2022,174cm,74kg,Left,€7.5M,Javairô Dilrosun,"Sep 23, 2020",FIFA 20
J. Torunarigha,21,73,84,Hertha BSC,2016 ~ 2020,191cm,80kg,Left,€6.5M,Jordan Torunarigha,"Sep 23, 2020",FIFA 20
L. Öztunalı,23,73,78,1. FSV Mainz 05,2016 ~ 2021,184cm,79kg,Right,€5.5M,Levin Öztunalı,"Sep 23, 2020",FIFA 20
A. Hack,25,73,76,1. FSV Mainz 05,2015 ~ 2022,193cm,88kg,Left,€4.5M,Alexander Hack,"Sep 23, 2020",FIFA 20
P. Pervan,31,73,73,VfL Wolfsburg,2018 ~ 2021,194cm,92kg,Right,€2.6M,Pavao Pervan,"Sep 23, 2020",FIFA 20
E. Durm,27,73,74,Eintracht Frankfurt,2019 ~ 2023,183cm,72kg,Right,€4M,Erik Durm,"Sep 23, 2020",FIFA 20
Lucas Torró,24,73,77,Eintracht Frankfurt,2018 ~ 2023,190cm,77kg,Right,€4.7M,Lucas Torró Marset,"Sep 23, 2020",FIFA 20
C. Trimmel,32,73,73,1. FC Union Berlin,2014 ~ 2020,189cm,82kg,Right,€2.5M,Christopher Trimmel,"Sep 23, 2020",FIFA 20
F. Hübner,28,73,74,1. FC Union Berlin,2018 ~ 2020,193cm,84kg,Right,€3.9M,Florian Hübner,"Sep 23, 2020",FIFA 20
P. Pentke,34,73,73,TSG Hoffenheim,2019 ~ 2021,191cm,84kg,Right,€1.8M,Philipp Pentke,"Sep 23, 2020",FIFA 20
D. Geiger,21,73,82,TSG Hoffenheim,2016 ~ 2022,173cm,65kg,Right,€6M,Dennis Geiger,"Sep 23, 2020",FIFA 20
S. Vasiliadis,21,73,80,SC Paderborn 07,2018 ~ 2020,175cm,75kg,Right,€5.5M,Sebastian Vasiliadis,"Sep 23, 2020",FIFA 20
A. Hahn,28,73,73,FC Augsburg,2018 ~ 2022,185cm,79kg,Right,€4M,André Hahn,"Sep 23, 2020",FIFA 20
R. Vargas,20,73,84,FC Augsburg,2019 ~ 2024,174cm,68kg,Left,€7M,Ruben Vargas,"Sep 23, 2020",FIFA 20
A. Morales,29,73,73,Fortuna Düsseldorf,2018 ~ 2021,183cm,77kg,Right,€3.4M,Alfredo Morales,"Sep 23, 2020",FIFA 20
